Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Sales
33,Yes,Travel_Rarely,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,3,Single,2851,1,Yes,13,3,2,0,1,2,3,1,0,0,0,261796
37,No,Travel_Rarely,Sales,10,3,Medical,3,Female,3,1,Sales Representative,1,Married,3452,6,No,20,4,2,1,17,3,3,5,4,0,3,284173
46,No,Non-Travel,Sales,7,4,Medical,3,Female,3,2,Sales Representative,3,Married,5258,2,No,14,3,3,0,7,2,4,1,0,0,0,195739
41,Yes,Travel_Frequently,Sales,4,3,Marketing,1,Male,3,2,Sales Representative,2,Single,9355,1,No,18,3,3,0,8,5,3,8,7,7,7,60649
50,No,Travel_Rarely,Sales,10,3,Technical Degree,4,Male,2,3,Sales Representative,4,Single,10496,6,No,15,3,4,0,20,2,3,4,3,1,3,149603
40,Yes,Travel_Rarely,Sales,22,2,Marketing,3,Male,2,2,Sales Representative,3,Married,6380,2,Yes,12,3,1,2,8,6,3,6,4,1,0,209084
31,No,Travel_Rarely,Sales,9,4,Life Sciences,3,Male,2,1,Sales Representative,2,Single,2657,0,Yes,16,3,4,0,3,5,3,2,2,2,2,133637
21,Yes,Travel_Rarely,Sales,12,3,Life Sciences,3,Female,4,1,Sales Representative,2,Single,2716,1,No,15,3,4,0,1,0,3,1,0,0,0,214280
29,No,Travel_Rarely,Sales,23,3,Life Sciences,4,Male,3,1,Sales Representative,4,Single,2201,9,No,16,3,4,0,6,4,3,3,2,1,2,161834
35,No,Travel_Rarely,Sales,9,4,Life Sciences,3,Male,2,2,Sales Representative,2,Single,6540,9,No,19,3,3,0,10,5,3,1,1,0,0,272670
27,No,Travel_Rarely,Sales,1,2,Medical,4,Male,3,1,Sales Representative,2,Divorced,3816,1,No,11,3,2,1,5,2,3,5,2,0,4,87782
28,No,Travel_Rarely,Sales,9,4,Life Sciences,2,Male,3,2,Sales Representative,4,Single,5253,1,No,16,3,4,0,7,1,3,7,5,0,7,176616
49,No,Travel_Rarely,Sales,7,3,Other,2,Male,2,3,Sales Representative,3,Single,10965,8,No,24,4,3,0,26,2,3,5,2,0,0,169720
51,No,Travel_Rarely,Sales,14,2,Life Sciences,3,Female,3,2,Sales Representative,4,Married,4936,4,No,11,3,3,1,18,2,2,7,7,0,7,102948
36,No,Travel_Rarely,Sales,2,3,Life Sciences,4,Female,3,1,Sales Representative,3,Married,2543,4,No,13,3,2,1,6,3,3,2,2,2,2,239429
34,Yes,Non-Travel,Sales,19,3,Marketing,1,Male,4,2,Sales Representative,4,Single,5304,8,Yes,13,3,2,0,9,3,2,5,2,0,4,33552
55,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Female,3,4,Sales Representative,4,Single,16659,2,Yes,13,3,3,0,30,2,3,5,4,1,2,228839
24,No,Travel_Rarely,Sales,10,4,Marketing,4,Female,3,2,Sales Representative,3,Divorced,4260,1,Yes,12,3,4,1,5,2,4,5,2,0,3,161335
30,No,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,3,1,Sales Representative,2,Married,2476,1,No,18,3,1,1,1,3,3,1,0,0,0,74061
26,Yes,Travel_Frequently,Sales,3,1,Technical Degree,3,Male,3,1,Sales Representative,1,Single,3102,0,No,22,4,3,0,7,2,3,6,4,0,4,137243
22,No,Travel_Rarely,Sales,11,3,Medical,1,Female,3,1,Sales Representative,2,Married,2244,1,No,13,3,4,1,2,1,3,2,1,1,2,256768
36,No,Travel_Rarely,Sales,2,2,Medical,2,Male,2,3,Sales Representative,3,Married,7596,1,No,13,3,2,2,10,2,3,10,9,9,0,264756
30,Yes,Travel_Frequently,Sales,4,3,Technical Degree,3,Male,3,1,Sales Representative,4,Single,2285,9,Yes,23,4,3,0,3,4,3,1,0,0,0,55377
37,No,Travel_Rarely,Sales,14,3,Life Sciences,4,Female,3,1,Sales Representative,1,Divorced,3034,1,No,12,3,3,1,18,2,2,18,7,12,17,56636
40,No,Travel_Rarely,Sales,2,2,Marketing,4,Female,3,2,Sales Representative,2,Divorced,5715,7,No,12,3,3,2,8,5,3,5,4,1,3,196312
42,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,3,1,Sales Representative,1,Divorced,2576,3,No,16,3,2,1,8,5,3,5,2,1,2,75330
37,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,2,Sales Representative,2,Single,4197,2,Yes,12,3,4,0,18,2,2,1,0,0,1,205863
43,No,Travel_Rarely,Sales,12,3,Life Sciences,1,Male,2,4,Sales Representative,2,Divorced,14336,1,No,11,3,3,1,25,3,3,25,10,3,9,140245
40,No,Travel_Rarely,Sales,2,3,Medical,2,Female,2,2,Sales Representative,3,Married,3448,6,No,22,4,2,1,20,3,3,1,0,0,0,290608
54,No,Travel_Rarely,Sales,5,2,Medical,1,Male,3,5,Sales Representative,1,Married,19406,4,No,11,3,3,1,24,4,2,4,2,1,2,102611
34,No,Non-Travel,Sales,4,4,Marketing,3,Female,3,2,Sales Representative,3,Married,6538,9,No,15,3,1,1,6,3,3,3,2,1,2,205451
31,No,Travel_Rarely,Sales,7,2,Medical,2,Female,3,2,Sales Representative,1,Married,4306,1,No,12,3,2,1,13,5,1,13,10,3,12,239410
43,No,Travel_Frequently,Sales,21,3,Medical,4,Male,3,1,Sales Representative,4,Married,2258,7,No,20,4,1,1,8,1,3,3,2,1,2,189515
43,No,Travel_Rarely,Sales,8,4,Other,3,Female,3,2,Sales Representative,3,Divorced,4522,4,Yes,14,3,4,0,8,3,3,5,2,0,2,236676
25,No,Travel_Rarely,Sales,4,2,Life Sciences,2,Female,2,2,Sales Representative,4,Single,4487,1,Yes,11,3,2,0,5,3,3,5,4,1,3,211967
37,No,Non-Travel,Sales,25,5,Medical,2,Female,3,2,Sales Representative,3,Married,4449,3,Yes,15,3,1,2,15,2,3,13,11,10,7,160820
31,No,Travel_Rarely,Sales,1,2,Life Sciences,4,Male,2,1,Sales Representative,1,Married,2218,1,No,12,3,3,1,4,3,3,4,2,3,2,245719
39,No,Travel_Frequently,Sales,1,1,Life Sciences,2,Male,3,5,Sales Representative,3,Divorced,19197,1,Yes,14,3,3,1,21,3,3,21,8,1,6,58181
56,No,Travel_Frequently,Sales,6,3,Life Sciences,3,Female,4,4,Sales Representative,1,Married,13212,9,No,11,3,4,3,36,0,2,7,7,7,7,206424
30,No,Travel_Rarely,Sales,12,3,Technical Degree,2,Female,3,2,Sales Representative,3,Single,6577,0,No,11,3,2,0,6,6,3,5,4,4,4,81162
41,No,Travel_Rarely,Sales,1,3,Marketing,2,Male,4,3,Sales Representative,1,Married,8392,1,No,16,3,3,1,10,2,3,10,7,0,7,247814
28,No,Travel_Rarely,Sales,17,2,Medical,3,Male,3,2,Sales Representative,1,Divorced,4558,1,No,12,3,4,1,10,2,3,10,0,1,8,299274
25,Yes,Travel_Rarely,Sales,3,3,Medical,1,Male,3,1,Sales Representative,1,Married,4031,5,No,13,3,3,1,6,5,3,2,2,0,2,246801
52,No,Travel_Rarely,Sales,3,3,Medical,4,Male,2,3,Sales Representative,3,Married,7969,2,Yes,14,3,3,0,28,4,3,5,4,0,4,133722
45,No,Travel_Rarely,Sales,10,2,Life Sciences,1,Male,3,1,Sales Representative,4,Married,2654,3,No,21,4,4,2,8,3,2,2,2,0,2,210837
52,No,Travel_Rarely,Sales,4,2,Life Sciences,4,Female,3,4,Sales Representative,4,Married,16555,2,No,13,3,4,0,31,2,1,5,2,1,4,182531
42,No,Travel_Frequently,Sales,29,2,Life Sciences,1,Female,3,2,Sales Representative,3,Divorced,4556,2,No,11,3,2,1,19,3,3,5,4,0,2,199070
30,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Female,1,2,Sales Representative,4,Single,6091,2,No,20,4,3,0,11,2,3,5,4,0,2,161281
60,No,Travel_Rarely,Sales,7,3,Life Sciences,1,Female,3,5,Sales Representative,1,Married,19566,5,No,11,3,4,0,33,5,1,29,8,11,10,70366
46,No,Travel_Rarely,Sales,18,3,Medical,3,Female,3,2,Sales Representative,3,Divorced,4810,2,No,14,3,3,1,19,5,2,10,7,0,8,234342
42,No,Travel_Frequently,Sales,28,4,Technical Degree,4,Female,2,2,Sales Representative,4,Married,4523,0,No,11,3,4,3,7,4,4,6,5,0,4,99521
24,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,3,1,Sales Representative,2,Single,3202,1,Yes,16,3,2,0,6,4,3,5,3,1,4,190731
34,Yes,Travel_Frequently,Sales,6,2,Marketing,4,Female,1,1,Sales Representative,3,Divorced,2351,0,No,16,3,4,1,3,3,2,2,2,1,0,111837
38,No,Travel_Frequently,Sales,2,2,Life Sciences,4,Male,3,1,Sales Representative,4,Married,1702,1,Yes,23,4,3,1,1,3,3,1,0,0,0,208468
40,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,5,Sales Representative,3,Married,18041,0,No,14,3,4,0,21,2,3,20,15,1,12,211943
26,No,Travel_Rarely,Sales,23,3,Life Sciences,1,Female,3,1,Sales Representative,4,Divorced,2886,1,No,22,4,2,2,3,3,1,3,2,0,2,247246
30,No,Non-Travel,Sales,3,3,Life Sciences,3,Male,3,1,Sales Representative,4,Married,2097,4,No,15,3,3,1,9,3,1,5,3,1,4,56351
29,No,Travel_Rarely,Sales,3,4,Medical,2,Male,2,3,Sales Representative,3,Married,11935,1,No,18,3,3,0,10,2,3,10,2,0,7,173653
29,Yes,Travel_Rarely,Sales,25,5,Technical Degree,3,Female,2,1,Sales Representative,2,Married,2546,5,No,16,3,2,0,6,2,4,2,2,1,1,126007
19,Yes,Travel_Rarely,Sales,2,2,Technical Degree,1,Male,2,1,Sales Representative,4,Single,2564,1,No,12,3,3,0,1,3,4,1,0,0,0,35753
30,No,Non-Travel,Sales,22,4,Other,3,Female,3,3,Sales Representative,1,Married,8412,0,No,11,3,3,0,10,3,3,9,8,7,8,261308
57,No,Travel_Rarely,Sales,29,3,Marketing,1,Male,2,4,Sales Representative,4,Divorced,14118,3,No,12,3,3,1,32,3,2,1,0,0,0,60989
50,No,Travel_Rarely,Sales,29,4,Life Sciences,2,Male,2,4,Sales Representative,3,Married,17046,0,No,15,3,2,1,28,2,3,27,10,15,7,145543
30,No,Non-Travel,Sales,2,3,Medical,3,Female,3,1,Sales Representative,4,Single,2564,0,No,14,3,3,0,12,2,2,11,7,6,7,136284
60,No,Travel_Frequently,Sales,28,3,Marketing,3,Female,2,3,Sales Representative,1,Married,10266,4,No,19,3,4,0,22,5,4,18,13,13,11,285506
47,No,Travel_Rarely,Sales,2,2,Medical,1,Female,3,2,Sales Representative,4,Divorced,5070,5,No,13,3,3,3,20,2,3,5,0,0,4,205202
46,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,3,4,Sales Representative,3,Married,17861,6,No,13,3,3,0,26,2,1,3,2,0,1,150084
35,No,Travel_Rarely,Sales,22,3,Life Sciences,4,Male,1,1,Sales Representative,3,Single,4230,0,No,15,3,3,0,6,2,3,5,4,4,3,130215
54,No,Travel_Rarely,Sales,8,4,Life Sciences,3,Female,3,2,Sales Representative,3,Single,3780,7,No,11,3,3,0,19,3,3,1,0,0,0,180369
34,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,2,1,Sales Representative,3,Divorced,2768,3,No,12,3,3,1,14,3,3,7,3,5,7,286003
46,No,Travel_Rarely,Sales,10,3,Marketing,3,Female,2,3,Sales Representative,4,Married,9071,2,Yes,19,3,3,1,15,3,3,3,2,1,2,66934
31,No,Travel_Rarely,Sales,9,1,Life Sciences,3,Male,3,3,Sales Representative,2,Divorced,10648,1,No,25,4,4,1,13,6,4,13,8,0,8,168371
33,Yes,Travel_Rarely,Sales,15,1,Medical,2,Male,3,3,Sales Representative,3,Married,13610,7,Yes,12,3,4,0,15,2,4,7,6,7,7,238866
33,Yes,Travel_Rarely,Sales,10,1,Medical,1,Male,1,1,Sales Representative,4,Divorced,3408,7,No,13,3,1,3,8,2,3,4,3,1,3,143194
30,No,Travel_Rarely,Sales,7,1,Marketing,4,Male,3,1,Sales Representative,2,Single,2983,0,No,14,3,1,0,4,3,3,3,2,1,2,162857
35,No,Travel_Rarely,Sales,16,3,Life Sciences,4,Male,3,3,Sales Representative,3,Married,7632,4,Yes,12,3,3,0,10,2,3,8,7,0,0,253579
31,Yes,Travel_Frequently,Sales,20,3,Life Sciences,1,Male,3,3,Sales Representative,3,Married,9824,3,No,12,3,1,0,12,2,3,1,0,0,0,284748
34,Yes,Travel_Frequently,Sales,23,3,Human Resources,2,Female,3,3,Sales Representative,1,Divorced,9950,9,Yes,15,3,3,3,11,2,3,3,2,0,2,282974
42,No,Travel_Frequently,Sales,5,2,Other,2,Male,3,1,Sales Representative,3,Married,2093,4,No,17,3,4,1,8,4,3,2,2,2,0,191311
36,No,Non-Travel,Sales,10,4,Medical,2,Male,3,3,Sales Representative,4,Single,9980,1,No,14,3,4,0,10,3,2,10,3,9,7,190246
22,Yes,Travel_Frequently,Sales,4,1,Technical Degree,3,Male,2,1,Sales Representative,3,Single,3894,5,No,16,3,3,0,4,3,3,2,2,1,2,216665
48,No,Travel_Rarely,Sales,2,5,Marketing,2,Female,3,2,Sales Representative,4,Married,4051,2,No,14,3,1,1,14,2,3,9,7,6,7,26394
55,No,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,3,4,Sales Representative,2,Single,16835,3,No,23,4,4,0,37,2,3,10,9,7,7,37392
41,No,Non-Travel,Sales,10,2,Life Sciences,4,Male,3,2,Sales Representative,4,Single,6230,7,No,14,3,4,0,16,3,3,14,3,1,10,153087
35,No,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,2,Sales Representative,3,Married,4717,9,No,11,3,3,0,15,2,3,11,9,6,9,100183
40,No,Travel_Rarely,Sales,6,3,Life Sciences,2,Female,3,4,Sales Representative,3,Single,13237,7,No,15,3,3,0,22,3,3,20,6,5,13,272288
39,No,Travel_Frequently,Sales,8,1,Life Sciences,3,Female,3,1,Sales Representative,3,Married,3755,1,No,11,3,1,1,8,3,3,8,3,0,7,92209
31,No,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,2,Sales Representative,4,Single,6582,4,Yes,13,3,3,0,10,2,4,6,5,0,5,159110
42,No,Travel_Rarely,Sales,24,3,Medical,4,Male,3,3,Sales Representative,1,Married,7406,1,Yes,21,4,4,1,10,5,2,10,9,5,8,283474
45,No,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Representative,2,Married,4805,0,No,19,3,2,1,9,3,4,8,7,3,7,95871
26,Yes,Travel_Frequently,Sales,17,4,Life Sciences,2,Female,3,1,Sales Representative,3,Divorced,2741,0,Yes,11,3,2,1,8,2,2,7,7,1,0,272087
29,No,Travel_Rarely,Sales,19,3,Technical Degree,4,Male,3,2,Sales Representative,4,Divorced,4262,4,No,12,3,2,2,8,2,4,3,2,1,2,157109
33,No,Travel_Rarely,Sales,1,5,Medical,1,Female,4,4,Sales Representative,3,Divorced,16184,4,No,19,3,3,1,10,2,3,6,1,0,5,115157
31,No,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,2,3,Sales Representative,4,Divorced,11557,9,No,21,4,3,1,10,3,2,5,4,0,1,269334
18,Yes,Travel_Frequently,Sales,5,3,Marketing,2,Male,3,1,Sales Representative,2,Single,1878,1,Yes,14,3,4,0,0,3,3,0,0,0,0,52879
40,No,Non-Travel,Sales,28,3,Other,3,Male,1,3,Sales Representative,1,Divorced,10932,3,No,15,3,3,1,20,2,3,1,0,0,1,182284
41,No,Non-Travel,Sales,2,4,Other,1,Female,2,2,Sales Representative,3,Single,6811,2,Yes,17,3,1,0,10,3,3,8,7,0,7,119985
26,No,Travel_Rarely,Sales,29,2,Medical,1,Male,3,2,Sales Representative,3,Divorced,4306,5,No,12,3,1,2,8,5,3,0,0,0,0,237985
35,No,Travel_Rarely,Sales,1,3,Medical,1,Female,3,2,Sales Representative,3,Single,4859,1,No,16,3,4,0,5,3,3,5,4,0,3,164701
34,No,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,4,2,Sales Representative,4,Single,5337,1,No,12,3,4,0,10,3,3,10,7,5,7,105901
26,Yes,Travel_Rarely,Sales,24,3,Technical Degree,3,Male,1,1,Sales Representative,4,Single,2340,1,Yes,18,3,2,0,1,3,1,1,0,0,0,178996
37,No,Travel_Rarely,Sales,1,3,Technical Degree,2,Female,3,3,Sales Representative,4,Single,7491,4,No,17,3,4,0,12,3,4,6,5,1,2,278486
46,No,Travel_Frequently,Sales,18,1,Medical,1,Female,3,3,Sales Representative,3,Married,10527,5,No,11,3,4,0,28,3,2,2,2,1,2,252847
41,No,Travel_Rarely,Sales,2,5,Life Sciences,2,Female,3,4,Sales Representative,1,Married,16595,7,No,16,3,2,1,22,2,3,18,16,11,8,227830
37,No,Non-Travel,Sales,9,4,Medical,1,Male,3,3,Sales Representative,2,Divorced,8834,1,No,13,3,4,1,9,6,3,9,5,7,7,117399
52,No,Travel_Rarely,Sales,6,2,Technical Degree,4,Male,3,2,Sales Representative,1,Divorced,5577,3,Yes,12,3,2,2,18,3,3,10,9,6,9,110656
32,Yes,Non-Travel,Sales,11,4,Other,4,Male,4,2,Sales Representative,3,Married,4707,8,No,12,3,4,0,6,2,3,4,2,1,2,95062
24,No,Travel_Frequently,Sales,24,3,Medical,4,Male,3,1,Sales Representative,4,Married,2400,0,No,13,3,3,2,3,3,3,2,2,2,1,126095
38,No,Travel_Rarely,Sales,10,3,Medical,3,Female,3,2,Sales Representative,3,Married,9824,3,No,19,3,3,1,18,4,3,1,0,0,0,194655
37,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,3,2,Sales Representative,2,Married,6447,6,No,12,3,2,1,8,2,2,6,5,4,3,67676
49,No,Travel_Rarely,Sales,18,4,Life Sciences,4,Male,2,5,Sales Representative,3,Divorced,19502,1,Yes,17,3,3,1,31,5,3,31,9,0,9,34711
24,No,Travel_Rarely,Sales,23,3,Medical,2,Male,4,1,Sales Representative,4,Married,2725,1,Yes,11,3,2,2,6,3,3,6,5,1,4,184382
26,No,Travel_Rarely,Sales,28,2,Marketing,1,Male,3,2,Sales Representative,2,Married,6272,1,No,20,4,4,2,6,5,4,5,3,1,4,41534
24,No,Travel_Rarely,Sales,17,2,Other,4,Male,2,1,Sales Representative,2,Married,2127,1,No,21,4,4,1,1,2,3,1,0,0,0,248418
50,No,Travel_Frequently,Sales,3,3,Medical,1,Male,3,5,Sales Representative,2,Married,18200,1,No,11,3,3,1,32,2,3,32,5,10,7,277866
25,No,Travel_Rarely,Sales,13,1,Medical,2,Male,3,1,Sales Representative,3,Married,2096,1,No,11,3,3,0,7,1,3,7,4,0,6,218439
24,Yes,Travel_Frequently,Sales,7,3,Life Sciences,1,Female,3,1,Sales Representative,3,Married,2886,1,Yes,16,3,4,1,6,4,3,6,3,1,2,132631
30,Yes,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,2,1,Sales Representative,1,Married,2033,1,No,18,3,3,1,1,2,4,1,0,0,0,195449
34,No,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,2,1,Sales Representative,4,Married,3622,1,Yes,13,3,4,1,6,3,3,6,5,1,3,40899
31,Yes,Travel_Rarely,Sales,13,4,Medical,2,Male,3,2,Sales Representative,1,Divorced,4233,2,No,17,3,3,0,9,2,1,3,1,1,2,132601
35,No,Travel_Rarely,Sales,25,2,Other,1,Male,2,2,Sales Representative,4,Single,3681,4,No,14,3,4,0,9,3,3,3,2,0,2,154411
31,No,Travel_Rarely,Sales,6,4,Medical,1,Male,4,2,Sales Representative,4,Divorced,5460,4,No,22,4,4,2,13,4,4,7,7,5,7,42746
27,No,Travel_Rarely,Sales,6,4,Medical,1,Female,2,1,Sales Representative,3,Divorced,2187,0,No,12,3,3,2,6,5,2,5,3,0,3,29151
37,No,Travel_Rarely,Sales,2,3,Marketing,4,Male,3,2,Sales Representative,3,Married,9602,4,Yes,11,3,3,1,17,3,2,3,0,1,0,197249
20,No,Travel_Rarely,Sales,1,3,Life Sciences,4,Female,2,1,Sales Representative,2,Single,2836,1,No,13,3,4,0,1,0,4,1,0,0,0,269097
42,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,2,Sales Representative,4,Married,4089,1,No,13,3,2,2,10,4,3,10,2,2,2,28428
43,No,Travel_Rarely,Sales,6,4,Other,2,Male,2,4,Sales Representative,4,Divorced,16627,4,Yes,14,3,3,1,21,3,2,1,0,0,0,119074
38,No,Travel_Rarely,Sales,1,1,Life Sciences,3,Female,3,1,Sales Representative,1,Single,2619,3,No,17,3,4,0,8,3,2,0,0,0,0,233339
43,No,Travel_Frequently,Sales,9,5,Medical,4,Male,3,2,Sales Representative,3,Divorced,5679,3,Yes,13,3,2,1,10,3,3,8,7,4,7,293535
48,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Female,2,4,Sales Representative,1,Married,15402,7,No,11,3,1,1,21,3,1,3,2,0,2,143906
44,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,2,Sales Representative,3,Single,5985,4,No,11,3,2,0,10,1,4,2,2,0,2,219341
34,No,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,3,1,Sales Representative,3,Divorced,2579,1,Yes,18,3,4,2,8,3,3,8,2,0,6,182275
27,Yes,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,1,Sales Representative,1,Divorced,3041,0,No,11,3,2,1,5,3,3,4,3,0,2,37686
21,No,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,3,1,Sales Representative,3,Single,3447,1,No,11,3,3,0,3,2,3,3,2,1,2,147529
44,No,Travel_Rarely,Sales,3,4,Other,4,Male,3,5,Sales Representative,4,Married,19513,4,Yes,12,3,1,1,26,2,4,2,2,0,1,257434
22,No,Travel_Rarely,Sales,6,1,Medical,1,Male,3,1,Sales Representative,3,Married,2773,0,No,20,4,4,0,3,3,3,2,2,2,2,122034
33,No,Travel_Rarely,Sales,8,4,Marketing,3,Male,3,2,Sales Representative,3,Divorced,7104,0,No,12,3,4,0,6,3,3,5,0,1,2,104010
32,No,Travel_Rarely,Sales,9,4,Life Sciences,1,Female,3,2,Sales Representative,4,Married,6322,1,Yes,12,3,4,1,6,2,2,6,4,0,5,150606
30,No,Travel_Frequently,Sales,3,3,Medical,3,Female,3,1,Sales Representative,3,Divorced,2083,1,No,20,4,3,1,1,2,3,1,0,0,0,120573
53,No,Travel_Rarely,Sales,1,1,Medical,4,Female,3,2,Sales Representative,1,Single,8381,7,No,20,4,4,0,18,2,4,14,7,8,10,116030
34,No,Travel_Rarely,Sales,1,5,Life Sciences,2,Male,3,1,Sales Representative,4,Married,2691,1,No,12,3,4,1,10,4,2,10,9,8,8,26396
45,Yes,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,3,2,Sales Representative,1,Married,4286,2,No,14,3,4,2,5,4,3,1,1,0,0,43326
26,No,Travel_Rarely,Sales,6,3,Life Sciences,3,Female,3,1,Sales Representative,4,Married,2659,1,Yes,13,3,3,1,3,2,3,3,2,0,2,187183
37,No,Travel_Rarely,Sales,3,3,Other,3,Male,3,3,Sales Representative,3,Married,9434,1,No,15,3,3,1,10,2,3,10,7,7,8,120201
29,No,Travel_Rarely,Sales,3,2,Medical,2,Female,3,2,Sales Representative,3,Married,5561,1,No,14,3,1,1,6,5,2,6,0,1,2,25663
35,No,Travel_Rarely,Sales,6,4,Life Sciences,2,Male,1,2,Sales Representative,4,Single,6646,1,No,13,3,2,0,17,3,3,17,11,11,8,131281
33,No,Travel_Frequently,Sales,6,3,Life Sciences,3,Male,3,2,Sales Representative,4,Divorced,7725,3,No,23,4,3,1,15,2,1,13,11,4,7,237032
54,No,Travel_Rarely,Sales,19,4,Medical,3,Male,3,3,Sales Representative,2,Married,10725,2,No,15,3,3,1,16,1,4,9,7,7,1,151952
36,No,Travel_Rarely,Sales,9,2,Medical,2,Male,2,2,Sales Representative,2,Divorced,8847,2,Yes,11,3,3,1,13,2,3,3,2,0,2,225223
27,No,Travel_Rarely,Sales,3,4,Medical,1,Male,2,1,Sales Representative,4,Single,2045,0,No,13,3,4,0,5,0,3,4,2,1,1,287170
20,Yes,Travel_Rarely,Sales,10,1,Medical,4,Male,3,1,Sales Representative,3,Single,1009,1,Yes,11,3,4,0,1,5,3,1,0,1,1,63174
33,Yes,Travel_Frequently,Sales,3,3,Life Sciences,1,Male,3,1,Sales Representative,1,Single,3348,1,Yes,11,3,1,0,10,3,3,10,8,9,7,296713
35,No,Non-Travel,Sales,3,3,Life Sciences,3,Male,2,1,Sales Representative,3,Married,1281,1,No,18,3,3,2,1,3,3,1,0,0,0,224057
23,No,Travel_Rarely,Sales,4,3,Medical,1,Male,4,1,Sales Representative,1,Married,2819,2,No,16,3,1,1,5,3,4,3,2,0,2,221893
25,No,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,2,Sales Representative,2,Married,4851,0,No,22,4,3,1,4,4,3,3,2,1,2,287968
38,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,2,Sales Representative,4,Single,4028,0,No,20,4,1,0,8,2,3,7,7,0,5,89856
29,No,Travel_Frequently,Sales,1,4,Life Sciences,2,Male,1,1,Sales Representative,4,Divorced,2720,1,No,18,3,4,1,10,5,3,10,7,2,8,269734
48,No,Travel_Rarely,Sales,2,1,Marketing,2,Male,4,2,Sales Representative,2,Married,8120,3,No,12,3,4,0,12,3,3,2,2,2,2,246715
27,No,Travel_Frequently,Sales,3,1,Medical,4,Female,4,2,Sales Representative,4,Divorced,4647,1,Yes,20,4,2,2,6,3,3,6,5,0,4,201140
37,No,Travel_Rarely,Sales,10,2,Life Sciences,4,Male,4,1,Sales Representative,4,Single,4680,3,No,17,3,1,0,4,2,3,1,0,0,0,39172
50,No,Travel_Rarely,Sales,28,1,Medical,4,Male,4,1,Sales Representative,3,Married,3221,1,Yes,11,3,3,3,20,3,3,20,8,3,8,163558
34,No,Travel_Rarely,Sales,9,3,Medical,4,Female,2,3,Sales Representative,2,Single,8621,1,No,14,3,2,0,9,3,4,8,7,7,7,31501
24,Yes,Travel_Rarely,Sales,3,2,Life Sciences,1,Female,3,2,Sales Representative,3,Single,4577,9,No,14,3,1,0,4,3,3,2,2,2,0,196638
39,No,Travel_Rarely,Sales,2,4,Technical Degree,4,Female,2,2,Sales Representative,3,Single,4553,1,No,11,3,1,0,20,4,3,20,7,11,10,124684
32,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,2,Sales Representative,4,Single,5396,1,No,12,3,4,0,10,2,2,10,7,0,8,242718
50,Yes,Travel_Frequently,Sales,8,2,Technical Degree,2,Male,3,2,Sales Representative,3,Married,6796,3,Yes,14,3,1,1,18,4,3,4,3,1,3,129613
38,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,4,2,Sales Representative,4,Single,7625,0,No,13,3,3,0,10,4,2,9,7,1,8,299737
27,No,Travel_Rarely,Sales,1,2,Life Sciences,3,Female,3,3,Sales Representative,1,Married,7412,1,No,11,3,4,0,9,3,3,9,7,0,7,46991
32,No,Travel_Rarely,Sales,3,2,Life Sciences,3,Female,3,3,Sales Representative,4,Single,11159,3,No,15,3,4,0,10,6,3,7,7,7,7,266212
47,No,Travel_Rarely,Sales,14,4,Marketing,4,Male,3,2,Sales Representative,1,Single,4960,2,No,12,3,4,0,20,2,3,7,7,1,7,296152
