Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Sales
34,No,Travel_Frequently,Sales,2,4,Marketing,1.2789,Female,3,1,Sales Representative,3,Married,2211,6,No,18,3,4,1,6,3,3,4,3,1,2,195100
22,No,Travel_Rarely,Sales,19,1,Medical,1.4055,Male,3,1,Sales Representative,4,Married,1979,1,No,24,4,1,2,2,6,3,2,2,2,2,193448
27,No,Non-Travel,Sales,9,3,Medical,2.9439,Male,3,1,Sales Representative,2,Divorced,2568,6,Yes,18,3,4,1,6,1,1,2,2,2,2,206046
28,No,Travel_Rarely,Sales,21,3,Medical,3.1547,Male,3,1,Sales Representative,4,Married,2407,1,Yes,11,3,3,1,5,2,1,5,2,0,2,131153
57,No,Travel_Rarely,Sales,24,2,Life Sciences,1.3373,Male,4,3,Sales Representative,4,Divorced,9462,3,Yes,16,3,2,1,12,2,1,5,3,1,4,193950
27,No,Non-Travel,Sales,3,3,Medical,3.6948,Male,2,1,Sales Representative,3,Divorced,3327,1,No,15,3,4,1,1,2,2,1,1,0,1,230644
50,No,Travel_Rarely,Sales,11,3,Life Sciences,1.379,Female,3,5,Sales Representative,2,Single,19171,3,No,15,3,2,0,21,5,3,5,4,4,4,289188
41,No,Travel_Rarely,Sales,14,3,Life Sciences,1.9681,Male,3,1,Sales Representative,3,Divorced,1961,4,No,12,3,1,1,13,2,3,9,8,1,8,137238
30,No,Travel_Rarely,Sales,5,3,Life Sciences,2.0796,Female,3,3,Sales Representative,4,Married,9712,2,Yes,12,3,3,1,12,2,3,10,9,7,4,26252
38,No,Travel_Rarely,Sales,1,4,Life Sciences,3.5527,Female,2,2,Sales Representative,4,Single,7404,4,Yes,22,4,3,0,12,2,4,8,3,0,7,43777
32,No,Travel_Rarely,Sales,6,5,Life Sciences,1.6939,Male,3,1,Sales Representative,3,Single,5001,3,Yes,20,4,1,0,8,2,3,5,4,1,4,193311
27,No,Travel_Rarely,Sales,17,3,Technical Degree,1.5427,Male,3,1,Sales Representative,2,Married,2007,0,No,16,3,4,1,6,3,2,5,2,1,1,299308
19,Yes,Travel_Frequently,Sales,1,1,Technical Degree,1.2897,Female,1,1,Sales Representative,1,Single,2515,0,Yes,21,4,1,0,1,5,4,0,0,0,0,138682
36,No,Travel_Frequently,Sales,3,2,Medical,1.8157,Male,3,1,Sales Representative,2,Single,2015,4,Yes,12,3,3,0,13,3,2,8,7,7,2,54935
30,No,Non-Travel,Sales,9,3,Medical,2.3904,Male,3,2,Sales Representative,1,Divorced,2683,1,Yes,11,3,3,2,12,4,3,12,9,6,10,255610
45,No,Travel_Rarely,Sales,4,2,Life Sciences,1.7745,Female,3,2,Sales Representative,1,Divorced,5421,4,Yes,11,3,1,1,9,3,4,5,4,0,3,167537
56,No,Travel_Rarely,Sales,8,3,Life Sciences,2.9201,Female,3,1,Sales Representative,1,Divorced,2148,4,Yes,18,3,3,1,19,3,3,2,2,2,2,230126
33,No,Travel_Rarely,Sales,2,3,Life Sciences,1.4617,Male,3,1,Sales Representative,4,Single,3325,0,Yes,14,3,1,0,4,2,4,3,1,0,2,133202
19,Yes,Travel_Rarely,Sales,2,3,Life Sciences,1.2468,Male,2,1,Sales Representative,4,Single,2723,1,No,22,4,3,0,1,3,2,1,0,1,0,248371
46,No,Travel_Rarely,Sales,1,2,Marketing,3.4663,Female,3,3,Sales Representative,1,Divorced,10991,1,Yes,25,4,3,3,24,2,3,24,13,15,7,92684
38,No,Travel_Rarely,Sales,9,2,Life Sciences,3.3694,Female,3,1,Sales Representative,4,Single,1461,1,Yes,12,3,3,0,2,3,3,2,2,2,1,53441
31,No,Travel_Rarely,Sales,12,1,Medical,3.4179,Female,3,1,Sales Representative,4,Married,4020,8,Yes,23,4,3,1,7,0,3,4,2,0,2,164545
34,No,Travel_Rarely,Sales,27,2,Medical,1.565,Female,3,1,Sales Representative,2,Single,7194,2,Yes,15,3,4,0,9,3,3,3,2,1,2,25657
41,Yes,Travel_Rarely,Sales,20,2,Marketing,2.5544,Female,3,1,Sales Representative,2,Single,3098,1,Yes,22,4,4,0,4,5,2,4,3,0,2,238603
50,No,Travel_Rarely,Sales,1,3,Medical,2.6594,Male,2,1,Sales Representative,3,Married,1724,2,Yes,15,3,4,1,5,2,2,3,2,0,2,102988
53,No,Travel_Rarely,Sales,13,2,Medical,1.1704,Female,4,2,Sales Representative,1,Divorced,4082,1,Yes,11,3,3,2,5,3,3,4,2,1,3,161670
33,No,Travel_Rarely,Sales,14,3,Medical,1.0373,Female,3,1,Sales Representative,2,Married,2390,1,Yes,13,3,4,1,8,5,3,8,7,1,6,247036
40,No,Travel_Rarely,Sales,4,1,Medical,1.1828,Female,3,5,Sales Representative,3,Married,18918,1,Yes,14,3,2,1,21,2,3,20,8,9,9,190314
55,No,Travel_Rarely,Sales,14,4,Medical,3.5248,Male,4,5,Sales Representative,2,Single,18640,8,Yes,11,3,4,0,36,3,3,24,15,2,15,285247
34,No,Travel_Frequently,Sales,2,1,Life Sciences,1.1678,Male,2,2,Sales Representative,3,Married,8754,1,Yes,17,3,3,0,10,2,2,10,9,1,9,209903
51,No,Travel_Rarely,Sales,3,3,Medical,1.3079,Female,3,4,Sales Representative,2,Single,13637,3,No,18,3,3,0,21,6,3,7,7,1,0,37535
52,No,Travel_Rarely,Sales,1,4,Life Sciences,1.4082,Male,2,5,Sales Representative,3,Married,18841,0,Yes,14,3,1,1,34,5,3,33,18,11,9,35066
27,No,Travel_Rarely,Sales,9,3,Medical,1.4722,Female,3,1,Sales Representative,2,Single,2701,1,No,16,3,4,0,7,2,2,7,7,0,3,284984
35,Yes,Travel_Rarely,Sales,23,2,Life Sciences,1.8874,Male,2,2,Sales Representative,3,Married,1520,3,Yes,13,3,1,0,8,1,3,1,0,0,1,167562
43,No,Non-Travel,Sales,7,3,Medical,1.2323,Male,4,1,Sales Representative,4,Divorced,2324,4,No,14,3,4,3,7,3,4,5,4,2,2,59850
45,No,Non-Travel,Sales,2,2,Medical,1.5217,Male,2,4,Sales Representative,4,Married,16543,9,Yes,23,4,4,1,22,1,3,20,8,11,8,154913
37,No,Travel_Rarely,Sales,21,3,Life Sciences,3.7987,Male,4,1,Sales Representative,1,Married,3592,1,No,12,3,1,1,8,3,2,8,7,1,7,201079
35,No,Travel_Frequently,Sales,2,3,Medical,3.454,Female,3,2,Sales Representative,2,Single,5199,5,No,11,3,4,0,10,5,3,6,2,1,2,251278
42,No,Non-Travel,Sales,21,2,Medical,3.4415,Female,3,2,Sales Representative,3,Divorced,5079,2,No,16,3,2,1,11,5,3,5,3,0,2,212376
38,No,Travel_Rarely,Sales,2,4,Life Sciences,1.0281,Male,3,2,Sales Representative,3,Married,7663,9,Yes,14,3,2,0,14,3,3,1,0,0,0,118808
38,No,Travel_Rarely,Sales,29,3,Technical Degree,2.1423,Male,3,2,Sales Representative,4,Married,6864,3,Yes,18,3,1,1,9,3,1,7,7,1,7,256102
27,No,Travel_Frequently,Sales,1,1,Technical Degree,3.7461,Male,2,2,Sales Representative,1,Married,2169,5,Yes,19,3,3,1,6,1,3,2,2,2,0,63069
49,No,Non-Travel,Sales,18,4,Life Sciences,1.4892,Male,3,2,Sales Representative,4,Divorced,7826,1,Yes,15,3,1,2,7,0,3,7,7,1,7,210780
34,No,Travel_Frequently,Sales,10,4,Medical,2.1223,Male,3,1,Sales Representative,3,Divorced,2340,1,Yes,17,3,4,1,5,4,4,5,3,2,0,119472
40,No,Travel_Rarely,Sales,19,2,Medical,1.2507,Male,3,2,Sales Representative,4,Married,1448,8,Yes,15,3,3,1,15,2,4,7,2,3,7,157960
38,Yes,Travel_Rarely,Sales,29,1,Medical,1.3952,Male,3,2,Sales Representative,1,Married,8480,7,Yes,19,3,2,0,17,2,3,1,0,0,0,141991
29,Yes,Travel_Rarely,Sales,27,3,Marketing,3.6298,Female,3,3,Sales Representative,4,Married,7532,1,Yes,22,4,4,3,10,3,2,10,4,1,9,36944
22,No,Travel_Rarely,Sales,5,3,Life Sciences,3.8853,Male,4,1,Sales Representative,2,Divorced,2989,1,Yes,16,3,1,1,4,2,2,4,2,2,2,47372
36,No,Travel_Frequently,Sales,18,1,Medical,1.8968,Female,3,1,Sales Representative,4,Single,1882,1,Yes,13,3,1,0,8,2,3,8,1,1,7,69765
40,No,Non-Travel,Sales,9,5,Life Sciences,3.6638,Male,2,2,Sales Representative,4,Married,5095,9,Yes,14,3,4,1,5,5,1,3,2,0,2,82772
46,No,Travel_Rarely,Sales,1,4,Medical,1.0876,Male,3,3,Sales Representative,1,Divorced,10033,7,Yes,16,3,3,1,17,3,3,4,2,0,3,284165
32,Yes,Travel_Rarely,Sales,4,4,Medical,3.8263,Male,1,3,Sales Representative,4,Married,10343,1,Yes,11,3,3,0,14,2,2,14,8,9,8,286460
30,No,Non-Travel,Sales,1,1,Life Sciences,1.8552,Male,2,3,Sales Representative,3,Single,8573,1,Yes,22,4,3,0,12,2,3,11,8,5,8,219478
27,No,Travel_Frequently,Sales,20,3,Life Sciences,1.2431,Female,3,2,Sales Representative,3,Single,9596,1,Yes,14,3,4,0,7,2,3,7,7,0,7,199110
51,No,Travel_Rarely,Sales,8,4,Life Sciences,3.7215,Male,2,3,Sales Representative,2,Married,12276,5,Yes,16,3,4,2,16,5,1,10,9,4,7,228706
30,Yes,Travel_Rarely,Sales,3,3,Technical Degree,3.8771,Female,3,1,Sales Representative,1,Single,1561,5,Yes,11,3,3,0,8,5,3,5,2,0,4,231722
41,No,Travel_Rarely,Sales,6,3,Life Sciences,1.3544,Female,3,3,Sales Representative,4,Single,11075,3,Yes,18,3,3,0,16,3,3,1,0,0,0,51552
30,Yes,Travel_Frequently,Sales,26,4,Marketing,2.167,Female,2,2,Sales Representative,1,Single,7301,5,Yes,15,3,3,0,9,5,2,6,3,0,1,107861
29,Yes,Travel_Rarely,Sales,1,3,Technical Degree,2.5539,Male,3,1,Sales Representative,3,Single,1917,0,No,14,3,4,0,7,1,2,6,2,1,5,31228
45,No,Non-Travel,Sales,6,3,Medical,3.7333,Female,2,3,Sales Representative,4,Single,8839,6,Yes,12,3,4,0,23,2,3,19,7,12,8,189986
54,No,Travel_Rarely,Sales,3,3,Marketing,3.7072,Female,3,2,Sales Representative,1,Married,6064,2,Yes,14,3,4,1,16,4,3,6,2,0,5,290055
36,No,Travel_Rarely,Sales,5,2,Life Sciences,1.3699,Male,3,2,Sales Representative,2,Single,5272,8,No,16,3,4,0,16,3,4,13,11,3,7,159838
33,No,Travel_Rarely,Sales,4,4,Medical,2.6031,Female,2,1,Sales Representative,2,Married,4571,6,Yes,21,4,4,0,7,3,3,3,2,1,1,289907
37,No,Travel_Frequently,Sales,11,3,Other,2.3697,Male,3,3,Sales Representative,4,Divorced,2374,1,Yes,14,3,3,3,10,1,3,10,8,0,7,123751
38,No,Travel_Rarely,Sales,3,3,Life Sciences,1.1763,Male,3,3,Sales Representative,3,Divorced,10072,0,Yes,12,3,3,2,17,6,2,16,10,5,13,157749
31,No,Non-Travel,Sales,1,4,Medical,3.5895,Male,1,2,Sales Representative,3,Married,4215,0,Yes,12,3,4,1,6,2,3,5,4,1,4,208338
59,No,Travel_Rarely,Sales,3,3,Life Sciences,1.3631,Male,2,1,Sales Representative,4,Married,1716,3,Yes,17,3,1,1,7,6,3,1,0,0,0,297540
37,No,Travel_Frequently,Sales,4,4,Marketing,2.0293,Male,3,1,Sales Representative,4,Divorced,2327,4,Yes,17,3,3,1,13,2,3,9,8,5,8,184890
29,No,Travel_Frequently,Sales,1,1,Medical,2.1623,Female,3,3,Sales Representative,4,Married,7893,1,No,14,3,4,1,11,5,3,11,10,4,1,160474
35,No,Travel_Frequently,Sales,1,3,Marketing,1.3362,Female,3,3,Sales Representative,3,Single,9197,1,Yes,14,3,1,0,10,3,4,10,7,0,8,289740
29,Yes,Travel_Rarely,Sales,18,1,Medical,1.77,Male,2,1,Sales Representative,4,Single,6255,1,Yes,13,3,3,0,4,3,2,4,3,0,1,152706
52,No,Travel_Rarely,Sales,2,3,Life Sciences,2.1085,Female,2,1,Sales Representative,4,Single,1273,7,Yes,15,3,2,0,6,3,2,2,2,2,2,155546
42,No,Travel_Rarely,Sales,4,2,Technical Degree,1.5131,Male,3,5,Sales Representative,4,Married,19097,1,Yes,11,3,4,0,22,3,3,22,17,11,15,44332
59,No,Travel_Rarely,Sales,6,2,Medical,1.4359,Male,3,1,Sales Representative,3,Married,1878,8,Yes,17,3,4,0,7,2,2,2,2,2,2,160854
50,No,Travel_Rarely,Sales,1,4,Medical,2.8069,Female,3,5,Sales Representative,4,Divorced,19533,3,Yes,11,3,3,1,32,3,2,7,0,0,6,152888
33,Yes,Travel_Rarely,Sales,14,3,Medical,2.3287,Male,3,1,Sales Representative,4,Married,2280,5,Yes,13,3,3,1,8,2,1,5,4,0,4,124733
43,No,Travel_Rarely,Sales,16,3,Marketing,2.3927,Female,3,4,Sales Representative,4,Married,15792,5,Yes,22,4,3,1,22,3,3,17,13,1,9,288923
33,Yes,Travel_Rarely,Sales,2,2,Life Sciences,2.0978,Female,3,1,Sales Representative,1,Married,3432,7,Yes,20,4,1,0,13,3,4,9,7,1,7,45639
52,No,Non-Travel,Sales,2,4,Life Sciences,1.4373,Male,2,5,Sales Representative,3,Single,11024,1,Yes,18,3,4,0,33,2,4,33,7,15,12,250600
32,No,Travel_Rarely,Sales,4,2,Life Sciences,3.6125,Female,3,1,Sales Representative,2,Married,3004,2,Yes,11,3,1,1,6,5,3,4,3,1,2,141204
32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1.8129,Male,2,1,Sales Representative,3,Single,1266,0,Yes,14,3,4,0,4,2,1,3,2,1,2,38180
39,No,Travel_Rarely,Sales,1,4,Medical,3.0786,Female,3,1,Sales Representative,3,Divorced,2183,7,Yes,14,3,3,3,7,1,3,3,2,1,2,29434
32,No,Non-Travel,Sales,26,4,Marketing,2.249,Male,3,2,Sales Representative,4,Married,6209,0,Yes,18,3,1,0,4,2,3,3,2,2,2,92985
41,No,Travel_Rarely,Sales,19,2,Life Sciences,2.6142,Male,3,2,Sales Representative,1,Divorced,2230,2,Yes,16,3,1,2,17,2,2,1,0,0,0,197649
40,No,Travel_Rarely,Sales,24,2,Technical Degree,3.6272,Male,3,2,Sales Representative,4,Divorced,5452,1,Yes,17,3,1,2,9,3,3,9,8,4,7,111407
45,No,Travel_Rarely,Sales,1,3,Other,3.2398,Male,4,5,Sales Representative,4,Married,19665,0,Yes,11,3,3,1,25,2,3,24,0,1,7,286056
31,No,Travel_Frequently,Sales,3,4,Medical,2.395,Male,3,3,Sales Representative,3,Divorced,1662,9,Yes,12,3,1,1,9,3,3,2,2,2,2,185543
33,No,Travel_Rarely,Sales,5,4,Life Sciences,1.6166,Female,2,1,Sales Representative,4,Married,2742,1,No,13,3,3,1,2,2,2,2,2,0,2,114548
34,No,Travel_Rarely,Sales,2,4,Life Sciences,1.3952,Male,2,2,Sales Representative,1,Married,1567,6,Yes,13,3,2,1,13,3,3,11,9,5,9,35040
37,No,Travel_Rarely,Sales,1,2,Medical,2.716,Female,2,1,Sales Representative,1,Married,3868,2,Yes,14,3,1,1,17,2,2,3,1,0,2,127597
45,No,Travel_Frequently,Sales,7,4,Life Sciences,1.4942,Male,4,2,Sales Representative,3,Married,2316,4,Yes,17,3,4,1,9,1,3,3,2,0,2,59199
37,Yes,Travel_Frequently,Sales,10,3,Medical,1.1976,Male,3,3,Sales Representative,3,Divorced,11730,6,No,11,3,2,2,17,5,3,1,0,0,0,234972
39,No,Travel_Frequently,Sales,2,4,Technical Degree,2.0657,Female,3,3,Sales Representative,3,Single,10492,0,Yes,25,4,4,0,20,1,3,19,6,11,8,137246
29,No,Travel_Rarely,Sales,15,3,Life Sciences,1.5305,Male,3,1,Sales Representative,4,Single,2604,1,Yes,19,3,1,0,6,1,3,6,5,1,5,223034
42,No,Travel_Rarely,Sales,17,2,Life Sciences,3.818,Female,4,2,Sales Representative,1,Single,6490,3,Yes,13,3,3,0,10,1,3,3,2,0,2,74428
29,No,Travel_Rarely,Sales,20,2,Marketing,1.2227,Male,3,2,Sales Representative,4,Divorced,6737,2,Yes,14,3,4,1,10,2,3,3,2,0,2,192662
25,No,Travel_Rarely,Sales,1,3,Life Sciences,3.3318,Female,3,2,Sales Representative,3,Married,5085,0,Yes,12,3,4,2,5,3,3,4,2,1,2,269461
42,No,Travel_Rarely,Sales,2,3,Medical,3.4309,Female,2,1,Sales Representative,1,Divorced,1456,0,Yes,11,3,3,1,10,4,3,9,6,7,8,55170
40,No,Travel_Rarely,Sales,2,2,Medical,1.9546,Male,3,5,Sales Representative,3,Divorced,18340,0,Yes,19,3,4,1,22,5,3,21,7,3,9,223638
51,No,Travel_Rarely,Sales,1,3,Life Sciences,2.8551,Male,3,1,Sales Representative,4,Married,1796,1,Yes,11,3,2,0,1,0,2,1,0,0,0,71767
31,Yes,Travel_Frequently,Sales,29,2,Medical,2.5085,Male,2,1,Sales Representative,2,Single,4162,0,Yes,11,3,2,0,6,2,4,5,4,1,4,127142
