ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Sales,risk,profit,riskNorm,profitNorm,R-score
1018,27,No,Travel_Rarely,Sales,11,1,Life Sciences,2,Male,3,1,Sales Representative,1,Married,2099,0,No,14,3,2,0,6,3,4,5,0,1,4,116193,0.087657,4.613,0.089366,0.22091,0.019742
971,27,No,Travel_Rarely,Sales,11,3,Medical,3,Female,4,1,Sales Representative,4,Married,2534,8,No,14,3,2,1,5,4,3,1,0,0,0,280805,0.04371,9.2346,0.044562,0.44224,0.019707
176,56,No,Travel_Rarely,Sales,8,3,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,4257,4,Yes,18,3,3,1,19,3,3,2,2,2,2,230126,0.089495,4.5049,0.09124,0.21573,0.019684
348,47,No,Travel_Frequently,Sales,4,1,Medical,2,Male,3,2,Sales Representative,3,Single,2976,3,No,19,3,1,0,5,3,3,0,0,0,0,112937,0.12717,3.1624,0.12965,0.15145,0.019635
439,35,No,Travel_Rarely,Sales,16,3,Life Sciences,4,Male,3,3,Sales Representative,3,Married,7632,4,Yes,12,3,3,0,10,2,3,8,7,0,0,253579,0.14449,2.7688,0.14731,0.1326,0.019533
985,28,No,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,2,2,Sales Representative,1,Married,4724,1,No,11,3,3,1,5,0,3,5,3,0,4,287696,0.078817,5.0751,0.080354,0.24304,0.019529
1235,47,No,Non-Travel,Sales,2,4,Marketing,3,Male,3,2,Sales Representative,2,Married,4978,7,No,11,3,4,1,4,3,1,1,0,0,0,75730,0.31539,1.2677,0.32154,0.060711,0.019521
398,25,No,Travel_Rarely,Sales,4,2,Life Sciences,2,Female,2,2,Sales Representative,4,Single,4487,1,Yes,11,3,2,0,5,3,3,5,4,1,3,211967,0.10021,3.9367,0.10216,0.18853,0.01926
259,51,No,Travel_Rarely,Sales,1,3,Life Sciences,3,Male,3,1,Sales Representative,4,Married,2723,1,No,11,3,2,0,1,0,2,1,0,0,0,71767,0.17959,2.1963,0.1831,0.10518,0.019258
1245,30,No,Travel_Frequently,Sales,2,4,Technical Degree,4,Female,2,1,Sales Representative,1,Single,4968,0,No,16,3,4,0,10,2,3,9,7,0,7,203255,0.11316,3.4094,0.11536,0.16327,0.018836
781,28,Yes,Non-Travel,Sales,24,2,Technical Degree,2,Male,2,3,Sales Representative,1,Single,8722,1,No,12,3,1,0,10,2,2,10,7,1,9,89903,0.4488,0.85897,0.45755,0.041135,0.018821
1142,30,No,Travel_Rarely,Sales,7,3,Medical,2,Male,2,1,Sales Representative,2,Married,2141,1,No,12,3,2,1,6,3,2,6,4,1,1,264907,0.03719,10.3109,0.037915,0.49378,0.018722
1462,50,Yes,Travel_Rarely,Sales,28,3,Marketing,4,Male,2,3,Sales Representative,1,Divorced,10854,4,Yes,13,3,2,1,20,3,3,3,2,2,0,82645,0.59603,0.63452,0.60765,0.030387,0.018465
82,35,No,Travel_Rarely,Sales,1,3,Medical,2,Male,2,1,Sales Representative,3,Single,2859,1,No,18,3,1,0,6,3,3,6,4,0,4,288976,0.044627,8.423,0.045497,0.40337,0.018352
127,58,Yes,Travel_Rarely,Sales,23,4,Medical,4,Female,3,3,Sales Representative,4,Married,10312,1,No,12,3,4,1,40,3,2,40,10,15,6,198390,0.23247,1.6032,0.237,0.076777,0.018197
390,37,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,2,Sales Representative,2,Single,4197,2,Yes,12,3,4,0,18,2,2,1,0,0,1,205863,0.091121,4.0875,0.092897,0.19575,0.018184
1101,35,No,Travel_Rarely,Sales,28,4,Life Sciences,2,Female,2,1,Sales Representative,3,Married,2430,0,No,23,4,1,2,6,5,3,5,3,4,2,293473,0.036626,10.0642,0.03734,0.48197,0.017997
1408,24,No,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,2,2,Sales Representative,3,Single,4617,1,No,12,3,2,0,4,2,2,4,3,1,2,228179,0.089353,4.1185,0.091095,0.19723,0.017967
1197,41,No,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,3,3,Sales Representative,3,Single,7082,3,Yes,16,3,4,0,21,2,3,2,0,0,2,153666,0.20271,1.8082,0.20666,0.086592,0.017895
38,35,No,Travel_Rarely,Sales,2,3,Marketing,4,Female,3,1,Sales Representative,4,Married,2014,1,No,13,3,1,0,2,3,3,2,2,2,2,205263,0.042915,8.4932,0.043752,0.40673,0.017795
925,35,No,Travel_Rarely,Sales,6,1,Life Sciences,3,Male,3,1,Sales Representative,3,Married,3506,0,Yes,14,3,4,0,4,3,3,3,2,2,2,140172,0.10929,3.3317,0.11142,0.15955,0.017778
253,29,No,Travel_Rarely,Sales,15,3,Life Sciences,3,Male,3,1,Sales Representative,4,Single,2340,1,No,19,3,1,0,6,1,3,6,5,1,5,223034,0.045815,7.9428,0.046709,0.38038,0.017767
1257,38,No,Travel_Frequently,Sales,2,2,Medical,3,Female,2,1,Sales Representative,2,Married,2468,4,No,14,3,2,1,9,4,2,6,1,0,5,260849,0.041226,8.8077,0.04203,0.42179,0.017728
1416,33,No,Non-Travel,Sales,1,2,Medical,2,Male,2,1,Sales Representative,3,Divorced,2008,1,No,12,3,3,3,1,2,2,1,1,0,0,119588,0.072667,4.963,0.074084,0.23767,0.017608
1330,29,No,Travel_Rarely,Sales,6,1,Medical,4,Male,2,1,Sales Representative,2,Married,2804,1,No,11,3,4,0,1,3,3,1,0,0,0,86537,0.13972,2.5718,0.14244,0.12316,0.017543
203,34,No,Travel_Frequently,Sales,10,4,Medical,4,Male,3,1,Sales Representative,3,Divorced,3815,1,Yes,17,3,4,1,5,4,4,5,3,2,0,119472,0.1376,2.6097,0.14029,0.12498,0.017532
1320,32,No,Travel_Frequently,Sales,10,4,Marketing,4,Male,3,2,Sales Representative,4,Single,4648,8,No,13,3,3,0,4,2,4,0,0,0,0,131525,0.15126,2.3581,0.15421,0.11293,0.017414
1213,34,No,Travel_Rarely,Sales,19,3,Life Sciences,2,Female,2,1,Sales Representative,4,Married,2929,1,No,12,3,2,0,10,3,3,10,9,8,7,252807,0.049427,7.1926,0.050391,0.34445,0.017357
679,48,No,Travel_Rarely,Sales,20,4,Medical,4,Male,3,1,Sales Representative,3,Married,2259,4,No,17,3,1,2,13,2,2,0,0,0,0,96699,0.099272,3.5672,0.10121,0.17083,0.017289
1295,41,No,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,4,2,Sales Representative,2,Single,6870,3,No,12,3,1,0,11,3,1,3,2,1,2,225307,0.12899,2.733,0.1315,0.13088,0.017211
240,32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,4,Male,2,1,Sales Representative,3,Single,3730,0,Yes,14,3,4,0,4,2,1,3,2,1,2,38180,0.41179,0.85299,0.41982,0.040849,0.017149
782,26,No,Travel_Rarely,Sales,1,2,Medical,1,Male,2,1,Sales Representative,1,Married,3955,1,No,16,3,1,2,6,2,3,5,3,1,3,237050,0.070234,4.9947,0.071603,0.23919,0.017127
1457,35,No,Travel_Frequently,Sales,18,4,Life Sciences,3,Male,3,2,Sales Representative,3,Married,5689,1,Yes,14,3,4,2,10,2,4,10,2,0,2,203336,0.11754,2.9785,0.11983,0.14264,0.017092
111,51,No,Travel_Frequently,Sales,1,4,Medical,1,Female,2,3,Sales Representative,1,Single,7484,3,No,20,4,3,0,23,1,2,13,12,12,8,285293,0.10948,3.1767,0.11162,0.15213,0.01698
882,32,No,Travel_Frequently,Sales,2,2,Life Sciences,4,Female,3,2,Sales Representative,3,Single,4998,4,Yes,14,3,4,0,10,2,3,8,7,0,7,222774,0.093469,3.7144,0.095291,0.17788,0.01695
1100,45,No,Travel_Rarely,Sales,1,4,Technical Degree,1,Male,3,3,Sales Representative,2,Divorced,7441,1,No,12,3,1,3,10,4,3,10,8,7,7,272952,0.11274,3.0568,0.11494,0.14639,0.016826
940,32,Yes,Travel_Rarely,Sales,7,2,Life Sciences,4,Male,3,2,Sales Representative,3,Married,4883,1,No,18,3,1,1,10,3,3,10,4,1,1,118792,0.16951,2.0273,0.17281,0.097086,0.016778
554,40,No,Travel_Rarely,Sales,2,1,Medical,4,Female,2,1,Sales Representative,4,Single,2342,0,Yes,20,4,4,0,5,2,2,4,2,2,3,145137,0.066359,5.1643,0.067653,0.24731,0.016731
621,35,No,Travel_Rarely,Sales,27,1,Medical,3,Female,2,1,Sales Representative,1,Single,2559,1,No,11,3,4,0,6,3,2,6,5,1,1,80647,0.12934,2.6263,0.13186,0.12577,0.016584
632,44,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,4,1,Sales Representative,4,Married,2818,2,Yes,24,4,3,1,10,2,2,3,2,0,2,163340,0.069957,4.8303,0.071321,0.23132,0.016498
932,30,No,Non-Travel,Sales,9,2,Medical,3,Female,3,2,Sales Representative,3,Single,4695,7,Yes,18,3,3,0,10,3,3,8,4,1,7,294191,0.064674,5.2217,0.065935,0.25006,0.016488
320,32,No,Travel_Rarely,Sales,8,2,Technical Degree,3,Female,2,2,Sales Representative,2,Married,5228,1,Yes,11,3,4,0,13,2,3,13,12,11,9,171565,0.12266,2.7347,0.12505,0.13096,0.016377
1146,36,No,Travel_Rarely,Sales,12,4,Life Sciences,3,Female,3,2,Sales Representative,3,Married,4663,9,Yes,12,3,2,2,7,2,3,3,2,1,1,206439,0.090621,3.6893,0.092388,0.17668,0.016323
551,23,No,Travel_Rarely,Sales,9,1,Medical,2,Male,3,1,Sales Representative,1,Married,2500,1,No,14,3,4,1,5,2,4,4,3,0,2,221627,0.04517,7.3876,0.046051,0.35379,0.016292
1396,31,Yes,Travel_Frequently,Sales,26,4,Marketing,1,Male,3,2,Sales Representative,4,Married,5617,1,Yes,11,3,3,0,10,4,3,10,7,0,8,25147,0.89271,0.37308,0.91012,0.017866,0.016261
1237,36,Yes,Travel_Rarely,Sales,13,5,Marketing,2,Male,2,2,Sales Representative,1,Divorced,6134,5,Yes,13,3,2,3,16,3,3,2,2,2,2,100611,0.24329,1.3668,0.24803,0.065457,0.016236
573,29,No,Travel_Rarely,Sales,27,3,Medical,2,Female,3,2,Sales Representative,3,Married,4335,4,No,12,3,1,1,11,3,2,8,7,1,1,267789,0.064457,5.1478,0.065714,0.24652,0.0162
311,31,No,Travel_Rarely,Sales,2,3,Human Resources,1,Male,2,2,Sales Representative,1,Married,6410,3,No,12,3,4,0,9,1,3,2,2,1,0,191031,0.13299,2.4835,0.13558,0.11893,0.016125
1179,20,No,Travel_Rarely,Sales,2,3,Medical,3,Female,3,1,Sales Representative,3,Single,2783,1,No,19,3,1,0,2,3,3,2,2,2,2,195033,0.056437,5.84,0.057538,0.27967,0.016092
497,21,No,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,3,1,Sales Representative,3,Single,3447,1,No,11,3,3,0,3,2,3,3,2,1,2,147529,0.092394,3.5666,0.094196,0.1708,0.016089
1023,37,No,Non-Travel,Sales,5,2,Technical Degree,3,Male,4,1,Sales Representative,3,Single,3500,0,No,14,3,1,0,7,2,1,6,5,1,3,224866,0.06151,5.354,0.062709,0.2564,0.016078
656,33,No,Travel_Rarely,Sales,3,2,Human Resources,4,Male,3,1,Sales Representative,2,Divorced,2277,3,Yes,11,3,3,1,7,4,4,4,3,0,3,42762,0.21005,1.565,0.21414,0.074947,0.016049
207,22,No,Travel_Rarely,Sales,5,3,Life Sciences,4,Male,4,1,Sales Representative,2,Divorced,2328,1,Yes,16,3,1,1,4,2,2,4,2,2,2,47372,0.19372,1.6957,0.1975,0.081207,0.016038
84,38,No,Non-Travel,Sales,6,3,Medical,2,Female,1,2,Sales Representative,4,Divorced,5329,7,Yes,12,3,4,3,17,3,3,13,11,1,9,246795,0.085049,3.8593,0.086707,0.18482,0.016025
683,32,No,Non-Travel,Sales,1,3,Life Sciences,3,Female,2,1,Sales Representative,2,Married,2332,6,No,20,4,3,0,5,3,3,3,0,0,2,101827,0.089771,3.6388,0.091521,0.17426,0.015948
634,36,No,Travel_Rarely,Sales,8,3,Life Sciences,1,Male,2,1,Sales Representative,1,Married,2342,0,No,21,4,3,0,6,3,3,5,4,0,3,109367,0.083848,3.8915,0.085483,0.18636,0.015931
823,34,No,Travel_Frequently,Sales,2,2,Life Sciences,4,Male,3,2,Sales Representative,3,Single,4033,2,No,11,3,4,0,5,3,2,3,2,0,2,201028,0.078337,4.1538,0.079864,0.19892,0.015887
237,33,Yes,Travel_Rarely,Sales,2,2,Life Sciences,1,Female,3,1,Sales Representative,1,Married,2707,7,No,20,4,1,0,13,3,4,9,7,1,7,45639,0.23142,1.405,0.23593,0.067283,0.015874
39,36,No,Travel_Rarely,Sales,5,4,Life Sciences,2,Female,2,1,Sales Representative,1,Married,3419,9,Yes,14,3,4,1,6,3,4,1,1,0,0,92513,0.14341,2.2549,0.14621,0.10798,0.015789
175,45,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,2,Sales Representative,1,Divorced,5006,4,Yes,11,3,1,1,9,3,4,5,4,0,3,167537,0.1149,2.7889,0.11714,0.13356,0.015645
114,24,No,Travel_Rarely,Sales,18,1,Life Sciences,2,Male,3,1,Sales Representative,3,Married,2774,0,No,12,3,3,1,6,2,3,5,3,1,2,291306,0.036233,8.7511,0.036939,0.41908,0.015481
1407,54,No,Travel_Rarely,Sales,10,3,Medical,3,Female,3,2,Sales Representative,1,Single,4440,6,Yes,19,3,4,0,9,3,3,5,2,1,4,210929,0.079214,3.9589,0.080758,0.18959,0.015311
384,22,No,Travel_Rarely,Sales,11,3,Medical,1,Female,3,1,Sales Representative,2,Married,2244,1,No,13,3,4,1,2,1,3,2,1,1,2,256768,0.032818,9.5354,0.033458,0.45664,0.015278
837,29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,3,Sales Representative,1,Married,7336,1,No,13,3,1,1,11,3,1,11,8,3,10,50835,0.53945,0.57746,0.54996,0.027654,0.015209
873,33,No,Travel_Frequently,Sales,25,3,Medical,2,Female,3,2,Sales Representative,3,Married,4539,1,No,12,3,1,1,10,3,2,10,7,0,1,294178,0.057598,5.4009,0.058721,0.25865,0.015188
397,43,No,Travel_Rarely,Sales,8,4,Other,3,Female,3,2,Sales Representative,3,Divorced,4522,4,Yes,14,3,4,0,8,3,3,5,2,0,2,236676,0.07102,4.3616,0.072405,0.20887,0.015123
616,27,No,Non-Travel,Sales,3,3,Medical,4,Male,3,1,Sales Representative,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0,233861,0.027089,11.4235,0.027617,0.54706,0.015108
204,40,No,Travel_Rarely,Sales,19,2,Medical,3,Male,3,2,Sales Representative,4,Married,2741,8,Yes,15,3,3,1,15,2,4,7,2,3,7,157960,0.064434,4.8024,0.06569,0.22998,0.015108
1367,39,No,Non-Travel,Sales,21,4,Life Sciences,1,Female,1,2,Sales Representative,3,Married,5736,6,No,19,3,3,1,10,1,3,3,2,1,2,161173,0.13204,2.3415,0.13461,0.11213,0.015095
849,35,No,Travel_Frequently,Sales,4,4,Other,4,Male,2,1,Sales Representative,4,Married,2376,1,No,13,3,2,1,2,2,4,2,2,2,2,113593,0.077112,3.984,0.078616,0.19079,0.014999
1171,27,No,Travel_Frequently,Sales,2,3,Medical,4,Male,3,1,Sales Representative,4,Single,2580,2,No,13,3,3,0,6,0,2,4,2,1,2,98823,0.095698,3.192,0.097565,0.15286,0.014914
1465,26,No,Travel_Rarely,Sales,5,3,Other,4,Female,2,1,Sales Representative,3,Single,2966,0,No,18,3,4,0,5,2,3,4,2,0,0,159869,0.067711,4.4917,0.069032,0.2151,0.014849
1002,37,No,Travel_Rarely,Sales,11,3,Medical,1,Female,3,1,Sales Representative,3,Single,3629,4,No,18,3,1,0,8,6,3,3,2,0,2,239631,0.055166,5.5027,0.056242,0.26352,0.014821
419,26,No,Travel_Rarely,Sales,23,3,Life Sciences,1,Female,3,1,Sales Representative,4,Divorced,2886,1,No,22,4,2,2,3,3,1,3,2,0,2,247246,0.042207,7.1392,0.04303,0.34189,0.014712
658,29,No,Travel_Rarely,Sales,7,1,Medical,1,Female,2,1,Sales Representative,4,Divorced,2532,6,No,14,3,3,3,8,5,3,4,3,0,3,271423,0.0336,8.9331,0.034255,0.4278,0.014654
1390,31,No,Travel_Frequently,Sales,1,3,Life Sciences,4,Male,1,2,Sales Representative,1,Married,5003,1,No,21,4,2,0,10,6,3,10,8,8,7,145960,0.12145,2.4312,0.12382,0.11643,0.014416
635,25,No,Travel_Rarely,Sales,3,1,Other,3,Male,3,2,Sales Representative,1,Married,4194,1,Yes,18,3,4,0,5,3,3,5,3,0,3,216304,0.068666,4.2979,0.070005,0.20582,0.014409
1109,35,No,Travel_Rarely,Sales,1,3,Medical,4,Male,2,1,Sales Representative,1,Single,2450,1,No,19,3,2,0,3,3,3,3,0,1,2,113832,0.07606,3.8718,0.077543,0.18542,0.014378
1286,46,No,Non-Travel,Sales,26,2,Life Sciences,2,Male,2,2,Sales Representative,2,Single,7991,8,No,15,3,3,0,6,3,3,2,2,2,2,154041,0.18299,1.6064,0.18655,0.076929,0.014352
163,28,No,Travel_Rarely,Sales,21,3,Medical,3,Male,3,1,Sales Representative,4,Married,2713,1,No,11,3,3,1,5,2,1,5,2,0,2,131153,0.07285,4.0285,0.074271,0.19292,0.014329
20,38,No,Travel_Rarely,Sales,2,3,Life Sciences,4,Male,3,1,Sales Representative,4,Single,3944,5,Yes,11,3,3,0,6,3,3,3,2,1,2,159893,0.08673,3.3784,0.088421,0.16179,0.014306
86,56,No,Travel_Rarely,Sales,7,3,Life Sciences,4,Male,1,3,Sales Representative,4,Single,7260,4,No,11,3,1,0,37,3,2,6,4,0,2,164859,0.15431,1.8923,0.15732,0.090622,0.014257
1001,52,No,Travel_Rarely,Sales,8,4,Other,3,Female,3,1,Sales Representative,1,Married,2950,9,No,13,3,3,0,12,2,1,5,4,0,4,71189,0.14511,2.011,0.14794,0.096305,0.014247
983,38,No,Travel_Frequently,Sales,7,3,Life Sciences,4,Male,4,1,Sales Representative,3,Divorced,2610,1,No,11,3,4,3,4,2,3,4,2,0,3,159524,0.056991,5.0934,0.058102,0.24392,0.014172
133,31,Yes,Travel_Rarely,Sales,20,3,Life Sciences,2,Female,1,2,Sales Representative,3,Married,4559,3,Yes,11,3,3,1,4,2,3,2,2,2,2,73070,0.21719,1.3356,0.22143,0.063963,0.014163
87,23,No,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,3,1,Sales Representative,1,Divorced,2322,3,No,13,3,3,1,3,3,3,0,0,0,0,112546,0.071591,4.0391,0.072987,0.19343,0.014118
365,37,No,Travel_Rarely,Sales,10,3,Medical,3,Female,3,1,Sales Representative,1,Married,3452,6,No,20,4,2,1,17,3,3,5,4,0,3,284173,0.041914,6.8601,0.042731,0.32853,0.014038
986,31,Yes,Travel_Rarely,Sales,22,4,Medical,4,Male,3,2,Sales Representative,3,Married,6179,1,Yes,15,3,4,2,10,3,2,10,2,6,7,92133,0.23112,1.2426,0.23563,0.059505,0.014021
424,30,No,Non-Travel,Sales,22,4,Other,3,Female,3,3,Sales Representative,1,Married,8412,0,No,11,3,3,0,10,3,3,9,8,7,8,261308,0.11094,2.5886,0.1131,0.12397,0.014021
958,40,No,Non-Travel,Sales,16,2,Life Sciences,3,Male,3,1,Sales Representative,3,Divorced,3544,9,No,16,3,2,1,6,0,3,4,2,0,0,235523,0.051502,5.5381,0.052506,0.26521,0.013925
1032,46,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Male,3,3,Sales Representative,4,Divorced,10096,4,No,11,3,1,1,28,1,4,7,7,4,3,44706,0.77224,0.36901,0.7873,0.017671,0.013913
81,30,No,Travel_Rarely,Sales,1,1,Life Sciences,4,Male,2,2,Sales Representative,4,Married,5126,1,Yes,12,3,3,2,10,1,2,10,8,3,0,195355,0.0896,3.1759,0.091347,0.15209,0.013893
400,31,No,Travel_Rarely,Sales,1,2,Life Sciences,4,Male,2,1,Sales Representative,1,Married,2218,1,No,12,3,3,1,4,3,3,4,2,3,2,245719,0.030794,9.232,0.031394,0.44211,0.01388
1072,49,No,Travel_Rarely,Sales,3,2,Medical,3,Female,2,2,Sales Representative,1,Married,4789,4,No,25,4,1,1,10,3,3,3,2,1,2,146547,0.11132,2.5501,0.11349,0.12212,0.013859
1368,27,No,Travel_Rarely,Sales,2,4,Technical Degree,2,Male,3,1,Sales Representative,2,Married,2226,1,No,11,3,3,1,6,3,2,5,3,1,2,205200,0.036894,7.6819,0.037614,0.36788,0.013837
1470,34,No,Travel_Rarely,Sales,8,3,Medical,2,Male,4,2,Sales Representative,3,Married,4404,2,No,12,3,1,0,6,3,4,4,3,1,2,268217,0.055562,5.0753,0.056646,0.24305,0.013768
362,40,No,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,4,1,Sales Representative,3,Married,2213,3,Yes,13,3,3,1,10,3,3,7,7,1,7,158290,0.047216,5.9606,0.048137,0.28545,0.013741
1225,26,No,Travel_Rarely,Sales,17,4,Medical,4,Male,1,1,Sales Representative,3,Married,2305,1,No,15,3,3,3,3,3,4,3,2,0,2,81688,0.094968,2.9533,0.09682,0.14143,0.013693
406,25,Yes,Travel_Rarely,Sales,3,3,Medical,1,Male,3,1,Sales Representative,1,Married,4031,5,No,13,3,3,1,6,5,3,2,2,0,2,246801,0.054831,5.1021,0.0559,0.24434,0.013659
1144,45,No,Non-Travel,Sales,26,3,Marketing,1,Male,2,2,Sales Representative,1,Married,4385,1,No,15,3,1,1,10,2,3,10,7,4,5,206579,0.071055,3.9259,0.07244,0.18801,0.013619
318,52,Yes,Travel_Rarely,Sales,8,4,Medical,3,Male,2,2,Sales Representative,2,Married,4941,2,No,15,3,1,0,11,3,2,8,2,7,7,126104,0.13104,2.1268,0.13359,0.10185,0.013607
292,36,No,Travel_Rarely,Sales,3,3,Technical Degree,3,Male,3,2,Sales Representative,2,Single,4485,4,No,12,3,4,0,10,2,3,8,0,7,7,167709,0.088466,3.1161,0.090191,0.14923,0.013459
451,31,No,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,2,Sales Representative,4,Single,6582,4,Yes,13,3,3,0,10,2,4,6,5,0,5,159110,0.13611,2.0145,0.13877,0.096471,0.013387
110,22,No,Travel_Rarely,Sales,15,3,Medical,2,Female,3,1,Sales Representative,4,Single,2871,1,No,15,3,3,0,1,5,3,0,0,0,0,81904,0.11518,2.3773,0.11742,0.11385,0.013368
92,51,No,Travel_Rarely,Sales,21,4,Marketing,3,Male,3,2,Sales Representative,4,Single,5441,0,Yes,22,4,4,0,11,2,1,10,7,1,0,75757,0.23591,1.1603,0.24051,0.055565,0.013364
257,42,No,Travel_Rarely,Sales,2,3,Medical,4,Female,2,1,Sales Representative,1,Divorced,2593,0,Yes,11,3,3,1,10,4,3,9,6,7,8,55170,0.15366,1.773,0.15666,0.08491,0.013302
73,31,No,Travel_Rarely,Sales,1,4,Medical,3,Male,3,1,Sales Representative,2,Single,2501,1,No,17,3,2,0,1,4,3,1,1,1,0,27921,0.2925,0.93033,0.2982,0.044553,0.013286
142,45,No,Travel_Rarely,Sales,29,3,Medical,3,Male,3,1,Sales Representative,4,Single,3452,5,No,13,3,2,0,9,2,2,6,5,0,3,289069,0.038992,6.9783,0.039752,0.33419,0.013284
869,28,No,Travel_Rarely,Sales,19,4,Medical,4,Male,2,1,Sales Representative,1,Married,3196,1,No,12,3,3,3,6,2,3,6,5,3,3,277863,0.037424,7.2451,0.038154,0.34696,0.013238
442,42,No,Travel_Frequently,Sales,5,2,Other,2,Male,3,1,Sales Representative,3,Married,2093,4,No,17,3,4,1,8,4,3,2,2,2,0,191311,0.035453,7.6171,0.036144,0.36478,0.013185
17,32,No,Travel_Rarely,Sales,5,2,Life Sciences,1,Male,4,1,Sales Representative,2,Divorced,3298,0,Yes,12,3,4,2,7,5,2,6,2,0,5,130462,0.081798,3.2965,0.083393,0.15787,0.013165
1287,40,No,Travel_Rarely,Sales,2,2,Life Sciences,3,Female,3,1,Sales Representative,1,Married,3377,4,No,17,3,4,1,7,5,2,4,3,0,2,202547,0.053939,4.9982,0.054991,0.23936,0.013163
2,49,No,Travel_Frequently,Sales,8,1,Life Sciences,3,Male,2,2,Sales Representative,2,Married,5130,1,No,23,4,4,1,10,3,3,10,7,1,7,293590,0.055924,4.7692,0.057015,0.22839,0.013022
395,31,No,Travel_Rarely,Sales,7,2,Medical,2,Female,3,2,Sales Representative,1,Married,4306,1,No,12,3,2,1,13,5,1,13,10,3,12,239410,0.057282,4.6333,0.058399,0.22188,0.012958
930,28,No,Travel_Frequently,Sales,2,3,Life Sciences,4,Male,2,1,Sales Representative,4,Married,3867,1,Yes,12,3,2,1,2,2,3,2,2,2,2,86819,0.14088,1.8709,0.14362,0.089598,0.012868
394,34,No,Non-Travel,Sales,4,4,Marketing,3,Female,3,2,Sales Representative,3,Married,6538,9,No,15,3,1,1,6,3,3,3,2,1,2,205451,0.10044,2.6187,0.1024,0.12541,0.012842
1294,43,No,Non-Travel,Sales,9,3,Life Sciences,1,Male,3,1,Sales Representative,3,Single,2438,4,No,13,3,3,0,7,2,2,3,2,1,2,67357,0.11387,2.3023,0.1161,0.11026,0.0128
898,59,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,2,Sales Representative,4,Single,5171,5,No,17,3,4,0,13,2,3,6,1,0,5,228644,0.070327,3.6847,0.071698,0.17646,0.012652
577,27,No,Travel_Frequently,Sales,8,1,Marketing,3,Male,3,2,Sales Representative,4,Married,4342,0,No,19,3,2,1,5,3,3,4,2,1,1,214331,0.062267,4.1135,0.063482,0.19699,0.012505
1004,25,No,Travel_Rarely,Sales,1,3,Technical Degree,1,Male,3,1,Sales Representative,4,Married,3229,4,No,11,3,2,1,7,2,2,3,2,0,2,288605,0.034354,7.4483,0.035024,0.35669,0.012493
431,35,No,Travel_Rarely,Sales,22,3,Life Sciences,4,Male,1,1,Sales Representative,3,Single,4230,0,No,15,3,3,0,6,2,3,5,4,4,3,130215,0.099683,2.5653,0.10163,0.12285,0.012485
263,32,No,Travel_Rarely,Sales,2,1,Technical Degree,4,Male,2,2,Sales Representative,1,Single,2176,4,No,13,3,4,0,9,5,3,6,2,0,4,123992,0.053536,4.7485,0.05458,0.2274,0.012412
282,42,No,Travel_Rarely,Sales,1,1,Life Sciences,2,Male,3,2,Sales Representative,3,Married,4907,1,No,25,4,3,0,20,3,3,20,16,11,6,239245,0.062225,4.063,0.063438,0.19457,0.012343
540,50,No,Travel_Rarely,Sales,8,4,Marketing,4,Male,3,1,Sales Representative,2,Married,3875,7,No,15,3,4,1,4,2,3,2,2,2,2,143247,0.08134,3.0806,0.082926,0.14753,0.012234
997,27,No,Travel_Rarely,Sales,10,3,Marketing,4,Female,2,2,Sales Representative,4,Married,5769,1,Yes,11,3,4,0,6,3,3,6,2,4,4,234260,0.073844,3.3839,0.075284,0.16205,0.0122
1369,34,No,Travel_Frequently,Sales,22,4,Other,3,Male,2,2,Sales Representative,4,Married,5747,1,Yes,15,3,2,0,16,3,3,15,10,6,11,150761,0.11409,2.1861,0.11632,0.10469,0.012177
928,36,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,2,Sales Representative,2,Single,5410,9,Yes,11,3,4,0,18,2,3,16,14,5,12,217588,0.07426,3.3516,0.075708,0.16051,0.012152
